request_id,user_id,garage_id,garage_name,service_type,description,request_date,request_district,request_latitude,request_longitude,mechanic_district,mechanic_latitude,mechanic_longitude,distance_km,status,completion_date,duration_hours,estimated_cost_rwf,actual_cost_rwf,response_time_minutes,payment_method,payment_status,emergency_request
REQ02916,USR0993,1472,Vibe Moto Service Rwamagana,Oil Change,Fuel pump failure,4/19/2026 23:48,Rwamagana,-1.939602,30.386212,Rwamagana,-1.878994,30.401461,6.95,Cancelled,4/20/2026 9:48,0,187777,0,137,N/A,Cancelled,No
REQ02917,USR0733,2111,Hakizimana Moto Tech,Exhaust System,Brakes not responding,10/11/2026 4:53,Kirehe,-2.363691,30.618076,Kirehe,-2.1770709,30.622815,20.76,Completed,10/14/2026 13:53,81,188660,143004,175,Cash,Paid,No
REQ02918,USR0393,8338,Classic Tech Car Workshop,Bodywork,Strange noise from engine,5/6/2026 11:52,Nyanza,-2.416888,29.763389,Nyanza,-2.342017,29.781984,8.58,In Progress,5/7/2026 10:52,51,146470,160284,79,Bank Transfer,Pending,Yes
REQ02919,USR0809,118,Biryogo Auto Repair,Air Conditioning,Oil leak detected,10/5/2026 12:43,Nyarugenge,-1.911288,30.069964,Nyarugenge,-1.955,30.062,4.94,Pending,10/5/2026 16:43,48,195220,174118,22,Bank Transfer,Pending,No
REQ02920,USR0858,453,Top Repair Center,Engine Repair,Electrical fault,2/26/2026 8:38,Nyarugenge,-1.917372,30.066446,Nyarugenge,-1.939148,30.086784,3.31,Pending,3/1/2026 8:38,11,55781,46862,174,Mobile Money,Pending,No
REQ02921,USR0430,1526,Sigma Auto Center Gicumbi,Welding,Overheating engine,7/29/2026 13:35,Gicumbi,-1.578738,30.081938,Gicumbi,-1.573944,30.019012,7.01,Completed,8/1/2026 4:35,63,21283,41684,165,Bank Transfer,Paid,No
REQ02922,USR0949,8828,SEMANZA AUTOFIX WORKSHOP,Oil Change,Radiator leaking,7/24/2026 15:53,Gasabo,-1.912745,30.088759,Gasabo,-1.896552,30.023435,7.48,In Progress,7/25/2026 9:53,7,155267,134197,87,Bank Transfer,Unpaid,Yes
REQ02923,USR0656,7988,OVCF Car Clinic & Sons,Brake System,Gearbox issues,10/7/2026 20:40,Muhanga,-2.087608,29.681615,Muhanga,-2.038632,29.744585,8.87,In Progress,10/7/2026 23:40,19,14107,13947,131,Mobile Money,Pending,No
REQ02924,USR0462,7870,MUGABO AUTO AUTO,Tire & Wheel,Gearbox issues,11/22/2026 18:21,Kicukiro,-2.017359,30.089457,Kicukiro,-1.966689,30.159722,9.63,Completed,11/26/2026 11:21,89,96371,157442,83,Mobile Money,Paid,No
REQ02925,USR0755,998,Modern Mechanics Nyanza,Diagnostic Scanning,Oil leak detected,2/11/2026 11:26,Nyanza,-2.378108,29.704807,Nyanza,-2.427433,29.730488,6.18,Completed,2/15/2026 7:26,92,57906,51252,99,Bank Transfer,Paid,Yes
REQ02926,USR0988,4744,MANIRIHO Auto Repair & Sons,Air Conditioning,Transmission slipping,10/9/2026 8:49,Kirehe,-2.318758,30.62605,Kirehe,-2.115338,30.760621,27.11,Completed,10/11/2026 1:49,41,25332,31640,103,Mobile Money,Paid,No
REQ02927,USR0277,597,Star Car Workshop Nyanza,Brake System,Starter motor issues,11/19/2026 14:10,Nyanza,-2.412398,29.799099,Nyanza,-2.433975,29.796919,2.41,Completed,11/21/2026 3:10,37,37914,139826,110,Mobile Money,Paid,No
REQ02928,USR0508,9623,East Africa Vehicle Motor Garage,Transmission Repair,Exhaust pipe broken,3/26/2026 23:44,Rulindo,-1.736627,30.042323,Rulindo,-1.709385,29.973361,8.24,Completed,3/27/2026 12:44,13,72222,171185,13,Mobile Money,Paid,Yes
REQ02929,USR0046,4275,NDAGIJIMANA AUTOFIX AUTO,Bodywork,Fuel pump failure,8/13/2026 20:04,Ngoma,-2.231453,30.406633,Ngoma,-2.074021,30.601502,27.84,Completed,8/16/2026 11:04,63,65926,82791,75,Mobile Money,Paid,No
REQ02930,USR0287,3984,Star Auto Solutions,Electrical Systems,Fuel pump failure,10/6/2026 20:44,Kayonza,-1.802556,30.691528,Kayonza,-1.8855772,30.4960793,23.6,Completed,10/10/2026 8:44,84,59541,69392,98,Cash,Paid,No
REQ02931,USR0076,4054,HATEGEKA Auto Services Sarl,Electrical Systems,Windshield wiper motor failure,9/18/2026 18:07,Nyanza,-2.384117,29.814887,Nyanza,-2.340737,29.737737,9.84,Pending,9/19/2026 3:07,15,148466,140795,174,Mobile Money,Unpaid,Yes
REQ02932,USR0832,4210,Pro Moto Auto Fix,Brake System,Brakes not responding,5/28/2026 20:09,Gasabo,-1.936785,30.076162,Gasabo,-1.946112,30.064303,1.68,Completed,5/30/2026 19:09,47,75512,182736,168,Bank Transfer,Paid,No
REQ02933,USR0970,3929,Prime Car Services,Electrical Systems,Flat tire replacement,5/29/2026 1:45,Bugesera,-2.227691,30.237128,Bugesera,-2.2548124,30.1861128,6.42,In Progress,5/29/2026 14:45,67,180256,164860,102,Bank Transfer,Pending,No
REQ02934,USR0045,4001,FT Auto Experts Co.,Air Conditioning,Oil leak detected,4/29/2026 15:50,Musanze,-1.474725,29.612248,Musanze,-1.476281,29.547222,7.23,In Progress,4/30/2026 12:50,64,106832,104224,18,Cash,Unpaid,No
REQ02935,USR0842,9309,HD Motor Garage & Sons,Suspension & Steering,Transmission slipping,1/17/2026 20:39,Nyanza,-2.295723,29.762781,Nyanza,-2.290658,29.734987,3.14,Completed,1/21/2026 8:39,84,45308,49160,70,Mobile Money,Paid,No
REQ02936,USR0950,4962,Africa Tech Car Center,Engine Repair,Brakes not responding,7/13/2026 13:00,Gicumbi,-1.643571,30.130383,Gicumbi,-1.500887,30.053448,18.02,Completed,7/15/2026 17:00,52,35388,64162,161,Mobile Money,Paid,Yes
REQ02937,USR0273,5501,Premier Garage,Electrical Systems,Transmission slipping,4/4/2026 14:39,Ngoma,-2.141573,30.45131,Ngoma,-2.105822,30.592881,16.23,Pending,4/5/2026 14:39,3,100365,111765,167,Mobile Money,Pending,No
REQ02938,USR0275,8555,Dynamic Car Center,Engine Repair,Suspension noise,2/25/2026 22:42,Muhanga,-2.15129,29.720252,Muhanga,-2.024974,29.750288,14.44,In Progress,2/28/2026 3:42,22,114793,122784,148,Mobile Money,Pending,No
REQ02939,USR0225,7460,Prime Motor Garage,Exhaust System,Power steering failure,7/22/2026 12:50,Bugesera,-2.162634,30.127963,Bugesera,-2.030093,30.280461,22.46,Completed,7/23/2026 19:50,31,102159,159682,147,Mobile Money,Paid,No
REQ02940,USR0570,5142,Total Moto Service Center,Diagnostic Scanning,Exhaust pipe broken,11/23/2026 1:28,Musanze,-1.537709,29.570813,Musanze,-1.518727,29.646953,8.72,Pending,11/23/2026 4:28,18,82879,92151,140,Mobile Money,Unpaid,Yes
REQ02941,USR0045,6344,Rwanda Auto Car Care,Air Conditioning,Transmission slipping,6/20/2026 7:20,Musanze,-1.574103,29.575223,Musanze,-1.583964,29.682629,11.99,Cancelled,6/20/2026 20:20,0,191499,0,58,N/A,Pending,Yes
REQ02942,USR0472,9526,National Moto Car Center,Bodywork,Car won't start,7/15/2026 9:10,Kicukiro,-1.97246,30.098896,Kicukiro,-1.933271,30.121478,5.03,Completed,7/17/2026 11:10,50,156520,181631,78,Mobile Money,Paid,No
REQ02943,USR0258,3016,Express Oil Change,Brake System,Electrical fault,7/29/2026 4:41,Nyanza,-2.378508,29.773347,Nyanza,-2.3675067,29.7538833,2.48,Completed,7/31/2026 15:41,59,9068,92332,110,Bank Transfer,Paid,No
REQ02944,USR0356,1414,Pure Auto Solutions,Diagnostic Scanning,Starter motor issues,5/17/2026 3:18,Bugesera,-2.214774,30.19118,Bugesera,-2.110956,30.238508,12.69,In Progress,5/17/2026 20:18,2,171155,187375,14,Cash,Pending,No
REQ02945,USR0331,7199,JIYQ Auto Experts & Sons,Oil Change,AC not cooling,9/8/2026 13:40,Gasabo,-1.912512,30.117411,Gasabo,-1.844205,30.095442,7.98,Pending,9/8/2026 23:40,47,47940,54264,56,Bank Transfer,Pending,No
REQ02946,USR0187,8862,IYAMUREMYE Auto Services & Sons,Engine Repair,Fuel pump failure,1/27/2026 13:23,Rulindo,-1.67826,30.019473,Rulindo,-1.685523,29.911371,12.04,Completed,1/27/2026 21:23,8,67672,185931,21,Bank Transfer,Paid,Yes
REQ02947,USR0889,8440,SEMANZA AUTO AUTO,Oil Change,Check engine light on,10/29/2026 8:07,Nyarugenge,-1.982682,30.028555,Nyarugenge,-1.90791,30.042308,8.45,Pending,10/29/2026 20:07,18,198721,176965,68,Bank Transfer,Unpaid,No
REQ02948,USR0349,7936,Dynamic Motor Garage,Bodywork,Brakes not responding,5/2/2026 23:57,Kayonza,-1.80551,30.726581,Kayonza,-1.917126,30.631883,16.27,Cancelled,5/3/2026 12:57,0,83963,0,42,N/A,Pending,No
REQ02949,USR0561,8433,NZABONIMPA Auto Services Co.,Electrical Systems,Oil leak detected,6/19/2026 0:45,Muhanga,-2.112285,29.804455,Muhanga,-2.049295,29.704285,13.15,Completed,6/20/2026 4:45,28,150168,112782,178,Mobile Money,Paid,No
REQ02950,USR0003,5396,LXB Workshop LTD,Suspension & Steering,Electrical fault,7/24/2026 10:27,Rulindo,-1.678353,30.077738,Rulindo,-1.718278,29.981139,11.62,Pending,7/24/2026 11:27,17,83104,72302,39,Mobile Money,Pending,No
REQ02951,USR0756,9508,TUYISENGE Garage Co.,Suspension & Steering,Car won't start,8/31/2026 15:32,Rubavu,-1.736657,29.192675,Rubavu,-1.732866,29.206607,1.6,Completed,9/1/2026 22:32,31,43971,65670,38,Bank Transfer,Paid,Yes
REQ02952,USR0016,9595,Rwanda Road Auto Services,Electrical Systems,Power steering failure,5/30/2026 22:07,Musanze,-1.511872,29.606083,Musanze,-1.463339,29.598729,5.46,Completed,6/2/2026 8:07,58,163230,49905,144,Bank Transfer,Paid,No
REQ02953,USR0272,6228,GATETE Workshop LTD,Engine Repair,Windshield wiper motor failure,1/2/2026 7:04,Gicumbi,-1.598739,30.025787,Gicumbi,-1.477907,30.065341,14.14,Completed,1/5/2026 18:04,83,133006,153681,29,Bank Transfer,Paid,No
REQ02954,USR0344,8972,Dynamic Engine Car Clinic,Air Conditioning,Fuel pump failure,9/9/2026 8:18,Nyanza,-2.429967,29.67905,Nyanza,-2.343381,29.730148,11.18,Pending,9/9/2026 11:18,33,35559,32633,167,Bank Transfer,Unpaid,No
REQ02955,USR0189,7464,Rwanda Ride Auto Repair,Welding,Power steering failure,3/12/2026 0:25,Gicumbi,-1.51207,30.059882,Gicumbi,-1.529023,30.120909,7.04,Cancelled,3/12/2026 9:25,0,77036,0,109,N/A,Cancelled,No
REQ02956,USR0820,1045,White Auto Center,Tire & Wheel,Exhaust pipe broken,3/20/2026 2:15,Huye,-2.665176,29.701393,Huye,-2.641327,29.810849,12.44,Completed,3/23/2026 7:15,77,125159,157049,97,Mobile Money,Paid,No
REQ02957,USR0071,1238,Clean Car Service,Tire & Wheel,Car won't start,3/3/2026 7:23,Muhanga,-2.11827,29.672274,Muhanga,-2.122125,29.700868,3.21,Completed,3/4/2026 8:23,25,173280,126880,15,Bank Transfer,Paid,Yes
REQ02958,USR0402,1984,Rapid Car Clinic Bugesera,Engine Repair,Transmission slipping,1/4/2026 21:58,Bugesera,-2.122336,30.231087,Bugesera,-2.199041,30.191884,9.58,Completed,1/5/2026 14:58,17,54201,36976,90,Cash,Paid,No
REQ02959,USR0860,6593,Rwanda Auto Care Car Clinic,Brake System,Flat tire replacement,9/12/2026 13:22,Kayonza,-1.808318,30.630185,Kayonza,-1.870836,30.667798,8.11,Completed,9/15/2026 4:22,63,117544,54025,155,Mobile Money,Paid,No
REQ02960,USR0329,3332,EM Auto World,Oil Change,Exhaust pipe broken,4/26/2026 22:57,Gicumbi,-1.470028,30.103868,Gicumbi,-1.6322369,30.0025946,21.26,Pending,4/27/2026 16:57,37,124244,111827,55,Mobile Money,Pending,No
REQ02961,USR0708,1776,Kayonza Auto Services,Electrical Systems,Brakes not responding,10/29/2026 17:58,Kayonza,-1.873277,30.605859,Kayonza,-1.923783,30.634146,6.44,In Progress,10/30/2026 12:58,62,78233,86681,115,Bank Transfer,Pending,No
REQ02962,USR0170,3488,Eagle Auto Center,Transmission Repair,Flat tire replacement,9/7/2026 12:08,Rulindo,-1.727542,30.076733,Rulindo,-1.6849386,29.9766436,12.09,In Progress,9/8/2026 10:08,59,141850,164349,26,Bank Transfer,Pending,No
REQ02963,USR0181,7535,TUYISENGE Garage Ltd.,Air Conditioning,Car won't start,9/11/2026 17:43,Nyarugenge,-1.988906,30.091752,Nyarugenge,-1.918174,30.064656,8.42,Completed,9/14/2026 22:43,77,105868,42892,129,Bank Transfer,Paid,Yes
REQ02964,USR0790,5850,KEZA Auto Garage Sarl,Welding,Check engine light on,3/28/2026 11:16,Bugesera,-2.152168,30.102294,Bugesera,-2.02989,30.292491,25.13,Completed,4/1/2026 3:16,88,77849,83458,24,Mobile Money,Paid,No
REQ02965,USR0347,5917,NSABIMANA AUTO GARAGE,Diagnostic Scanning,Battery replacement,9/7/2026 4:14,Nyanza,-2.317602,29.777962,Nyanza,-2.299941,29.738562,4.8,Completed,9/8/2026 0:14,20,101909,106677,118,Bank Transfer,Paid,Yes
REQ02966,USR0535,1235,Bridge Auto Gicumbi,Diagnostic Scanning,Gearbox issues,5/31/2026 6:27,Gicumbi,-1.551001,30.081639,Gicumbi,-1.675506,29.998416,16.65,Completed,6/4/2026 1:27,91,187803,173850,94,Mobile Money,Paid,No
REQ02967,USR0425,1471,Alpha Tech Garage,Diagnostic Scanning,Flat tire replacement,8/31/2026 18:05,Musanze,-1.446309,29.582975,Musanze,-1.413002,29.622871,5.78,Cancelled,8/31/2026 22:05,0,56541,0,169,N/A,Unpaid,No
REQ02968,USR0116,7007,East Africa Engine Auto Clinic,Tire & Wheel,Gearbox issues,11/2/2026 15:24,Nyanza,-2.366163,29.675444,Nyanza,-2.365388,29.791392,12.88,Completed,11/6/2026 13:24,94,59322,192611,138,Cash,Paid,No
REQ02969,USR0807,1835,Kivu Auto,Diagnostic Scanning,Car won't start,5/4/2026 18:55,Rwamagana,-2.005213,30.387693,Rwamagana,-1.980514,30.367409,3.55,Cancelled,5/4/2026 21:55,0,94219,0,67,N/A,Pending,No
REQ02970,USR0349,2838,Power Car Hub,Diagnostic Scanning,Strange noise from engine,1/19/2026 2:23,Kayonza,-1.880647,30.694775,Kayonza,-1.916876,30.4924456,22.84,Completed,1/20/2026 23:23,45,138370,188320,52,Cash,Paid,No
REQ02971,USR0133,5327,Rwanda Motor Auto World,Welding,Flat tire replacement,10/10/2026 13:52,Nyarugenge,-1.975062,30.094412,Nyarugenge,-1.908955,30.028609,10.37,Cancelled,10/11/2026 10:52,0,8672,0,6,N/A,Unpaid,Yes
REQ02972,USR0573,2027,Super Vehicle Center,Exhaust System,Starter motor issues,4/19/2026 19:13,Rwamagana,-1.936087,30.490052,Rwamagana,-1.9432024,30.404,9.6,Pending,4/20/2026 3:13,44,84560,91365,133,Bank Transfer,Unpaid,No
REQ02973,USR0698,6015,East Africa Road Car Care,Welding,Suspension noise,3/18/2026 22:21,Ngoma,-2.090149,30.51662,Ngoma,-2.122906,30.605335,10.51,In Progress,3/22/2026 2:21,46,49089,49413,163,Cash,Pending,No
REQ02974,USR0561,6650,IYAMUREMYE Auto Garage Ltd.,Exhaust System,Suspension noise,7/23/2026 16:47,Muhanga,-2.138527,29.671546,Muhanga,-2.085942,29.712214,7.39,Pending,7/24/2026 1:47,16,15836,14489,147,Mobile Money,Pending,No
REQ02975,USR0586,4635,Africa Tech Auto Stop,Bodywork,Car won't start,8/5/2026 13:10,Gasabo,-1.917902,30.035742,Gasabo,-1.862974,30.025728,6.21,In Progress,8/5/2026 16:10,71,50275,58950,90,Mobile Money,Pending,No
REQ02976,USR0823,3730,Niyibizi Auto Pro,Brake System,Check engine light on,2/15/2026 9:24,Gicumbi,-1.625251,30.133269,Gicumbi,-1.5859628,30.0170509,13.64,Pending,2/16/2026 19:24,14,180097,208503,20,Cash,Unpaid,No
REQ02977,USR0757,8577,Urban Ride Auto Plus,Suspension & Steering,Brakes not responding,10/4/2026 10:03,Rwamagana,-1.896792,30.474652,Rwamagana,-1.911341,30.478562,1.68,Pending,10/5/2026 10:03,44,42443,49748,113,Cash,Pending,No
REQ02978,USR0457,7211,United Auto Motor Works,Bodywork,Battery replacement,2/27/2026 5:15,Gasabo,-1.951511,30.030804,Gasabo,-1.883318,30.031636,7.58,Completed,3/2/2026 6:15,73,17937,198716,85,Bank Transfer,Paid,No
REQ02979,USR0310,3433,Western Garage,Transmission Repair,Battery replacement,2/24/2026 23:54,Huye,-2.578456,29.759916,Huye,-2.5706777,29.7644072,1,Completed,2/27/2026 6:54,55,49702,80775,88,Mobile Money,Paid,No
REQ02980,USR0025,4079,Africa Car Motor Center,Welding,Gearbox issues,5/12/2026 8:42,Musanze,-1.50437,29.628264,Musanze,-1.574665,29.621333,7.85,Completed,5/16/2026 6:42,94,41761,111948,167,Mobile Money,Paid,No
REQ02981,USR0226,1609,Christine Gatera Garage,Bodywork,Flat tire replacement,4/2/2026 2:54,Gasabo,-1.941209,30.0627,Gasabo,-1.903778,30.148524,10.41,Cancelled,4/2/2026 14:54,0,130424,0,23,N/A,Unpaid,No
REQ02982,USR0911,3441,Peak Auto Solutions,Brake System,Starter motor issues,2/18/2026 23:31,Muhanga,-2.063491,29.822931,Muhanga,-2.1121302,29.7577501,9.04,Completed,2/19/2026 5:31,6,22028,92857,178,Cash,Paid,No
REQ02983,USR0667,6327,Omega Car Center,Welding,Suspension noise,2/16/2026 20:32,Rulindo,-1.723842,30.106986,Rulindo,-1.742966,29.969003,15.48,Pending,2/17/2026 20:32,16,68116,74531,24,Bank Transfer,Pending,No
REQ02984,USR0168,4229,Africa Auto Tech Car Repair,Exhaust System,Battery replacement,9/11/2026 21:13,Nyanza,-2.421839,29.7645,Nyanza,-2.356658,29.757676,7.29,Cancelled,9/12/2026 5:13,0,158737,0,118,N/A,Unpaid,No
REQ02985,USR0563,7781,Prime Auto Care Mechanics,Oil Change,Fuel pump failure,4/6/2026 21:46,Rwamagana,-1.952504,30.44014,Rwamagana,-1.962741,30.495741,6.28,In Progress,4/8/2026 22:46,32,81145,92062,77,Mobile Money,Pending,No
REQ02986,USR0643,660,Power Auto Services Kibungo,Oil Change,Car won't start,12/28/2026 13:47,Ngoma,-2.076881,30.571501,Ngoma,-2.073088,30.466976,11.62,Completed,1/1/2026 2:47,85,125639,142416,25,Bank Transfer,Paid,Yes
REQ02987,USR0750,138,Kiziguro Workshop,Electrical Systems,Overheating engine,2/26/2026 22:51,Rwamagana,-2.019513,30.389791,Rwamagana,-1.935,30.395,9.42,Completed,2/28/2026 12:51,38,142287,7429,100,Cash,Paid,No
REQ02988,USR0966,2679,Ridge Auto Workshop,Welding,Transmission slipping,6/12/2026 18:40,Ngoma,-2.099365,30.507654,Ngoma,-2.1807242,30.5792385,12.05,Completed,6/15/2026 12:40,66,85580,192815,155,Bank Transfer,Paid,Yes
REQ02989,USR0027,3971,Quality Car Solutions,Brake System,Strange noise from engine,2/2/2026 22:58,Musanze,-1.551627,29.680235,Musanze,-1.4941857,29.5814545,12.7,Pending,2/5/2026 11:58,7,177462,150479,20,Cash,Unpaid,No
REQ02990,USR0716,2304,Metro Car Repair,Suspension & Steering,Windshield wiper motor failure,4/21/2026 21:28,Nyarugenge,-1.953131,30.045985,Nyarugenge,-1.9422023,30.063908,2.33,Cancelled,4/22/2026 13:28,0,50347,0,12,N/A,Unpaid,No
REQ02991,USR0017,5252,TUYISENGE SERVICES WORKSHOP,Engine Repair,Brakes not responding,10/5/2026 12:17,Kirehe,-2.336152,30.656426,Kirehe,-2.103289,30.773255,28.96,Completed,10/6/2026 22:17,34,39102,24237,20,Cash,Paid,Yes
REQ02992,USR0688,3259,Mount Car Workshop,Transmission Repair,Brakes not responding,3/2/2026 9:59,Rwamagana,-1.960562,30.487167,Rwamagana,-1.9236226,30.4357522,7.04,Cancelled,3/2/2026 19:59,0,12660,0,94,N/A,Unpaid,Yes
REQ02993,USR0223,321,Vision Garage Ltd Byumba,Tire & Wheel,Power steering failure,7/20/2026 3:01,Gicumbi,-1.569421,30.133277,Gicumbi,-1.523162,30.087591,7.23,Cancelled,7/20/2026 21:01,0,124461,0,145,N/A,Unpaid,Yes
REQ02994,USR0397,5391,LVEF Garage Sarl,Exhaust System,Exhaust pipe broken,1/24/2026 22:52,Nyarugenge,-1.928495,30.038487,Nyarugenge,-1.96982,30.09939,8.18,Cancelled,1/24/2026 23:52,0,98775,0,170,N/A,Pending,No
REQ02995,USR0119,8511,MANIRIHO SERVICES WORKSHOP,Air Conditioning,Electrical fault,3/22/2026 11:58,Gasabo,-1.87515,30.056719,Gasabo,-1.929791,30.165654,13.55,Completed,3/22/2026 21:58,10,110680,10510,150,Cash,Paid,Yes
REQ02996,USR0273,668,Highland Motors Ngoma,Oil Change,Strange noise from engine,7/24/2026 10:02,Ngoma,-2.211069,30.403898,Ngoma,-2.128976,30.486594,12.95,In Progress,7/24/2026 22:02,41,184647,184081,44,Bank Transfer,Pending,No
REQ02997,USR0798,2922,Inyange Motors,Brake System,Electrical fault,4/18/2026 16:17,Rulindo,-1.65847,30.149996,Rulindo,-1.7492566,29.9242659,27.04,Completed,4/19/2026 6:17,14,37024,35797,25,Bank Transfer,Paid,No
REQ02998,USR0179,7345,NYIRANEZA Workshop Ltd.,Suspension & Steering,Suspension noise,1/1/2026 11:46,Muhanga,-2.142699,29.813831,Muhanga,-2.022971,29.765898,14.34,Completed,1/2/2026 14:46,27,166569,55543,72,Mobile Money,Paid,Yes
REQ02999,USR0403,3678,Flash Car Experts,Engine Repair,Battery replacement,10/17/2026 8:08,Nyanza,-2.320996,29.713159,Nyanza,-2.3332743,29.7373562,3.02,Completed,10/20/2026 17:08,81,187848,135785,52,Cash,Paid,No
REQ03000,USR0221,2910,Horizon Auto Masters,Transmission Repair,Transmission slipping,2/25/2026 23:25,Nyanza,-2.334119,29.663848,Nyanza,-2.3318227,29.7752319,12.38,In Progress,2/28/2026 10:25,63,24498,21390,52,Bank Transfer,Pending,Yes
REQ03001,USR0450,4502,GEBI Auto Garage & Sons,Engine Repair,Clutch not engaging,5/15/2026 1:35,Ngoma,-2.149723,30.531831,Ngoma,-2.079421,30.623453,12.84,Cancelled,5/15/2026 10:35,0,174856,0,83,N/A,Unpaid,No
REQ03002,USR0308,9791,Rwanda Wheel Motor Works,Tire & Wheel,Radiator leaking,2/1/2026 1:41,Huye,-2.643648,29.732131,Huye,-2.606711,29.683813,6.76,Pending,2/2/2026 14:41,15,193536,212903,13,Cash,Pending,No
REQ03003,USR0691,3998,Western Auto Solutions,Transmission Repair,Radiator leaking,7/19/2026 8:26,Muhanga,-2.04231,29.824313,Muhanga,-2.0761768,29.795275,4.96,Completed,7/20/2026 15:26,31,15217,30987,177,Mobile Money,Paid,No
REQ03004,USR0801,229,Highland Motors,Welding,Battery replacement,6/2/2026 20:08,Kayonza,-1.81731,30.671873,Kayonza,-1.922097,30.631006,12.51,Cancelled,6/3/2026 10:08,0,20445,0,11,N/A,Cancelled,Yes
REQ03005,USR0169,6001,RUTAGANDA Auto Garage Ltd.,Brake System,Windshield wiper motor failure,12/2/2026 15:28,Huye,-2.585554,29.746325,Huye,-2.595496,29.787305,4.68,Cancelled,12/3/2026 9:28,0,40577,0,174,N/A,Cancelled,No
REQ03006,USR0529,4669,Elite Tech Car Clinic,Welding,Electrical fault,11/26/2026 2:40,Nyarugenge,-1.985251,30.070864,Nyarugenge,-1.967652,30.039677,3.98,Completed,11/26/2026 12:40,10,191116,159968,70,Bank Transfer,Paid,No
REQ03007,USR0820,7050,GAHIMA Auto Garage Co.,Transmission Repair,Overheating engine,2/16/2026 4:18,Huye,-2.598253,29.791854,Huye,-2.617302,29.759651,4.16,Pending,2/16/2026 18:18,33,190517,178879,89,Bank Transfer,Pending,No
REQ03008,USR0415,6579,YX Auto Plus Ltd,Electrical Systems,Transmission slipping,2/9/2026 19:49,Musanze,-1.47241,29.608026,Musanze,-1.460389,29.717216,12.21,Pending,2/12/2026 8:49,12,68661,67485,141,Cash,Pending,No
REQ03009,USR0641,312,New Life Garage,Suspension & Steering,Clutch not engaging,9/3/2026 14:44,Gicumbi,-1.658168,30.02036,Gicumbi,-1.542326,30.133309,17.99,In Progress,9/4/2026 5:44,41,21397,23016,26,Cash,Pending,No
REQ03010,USR0072,1821,Next Auto King Kicukiro,Bodywork,AC not cooling,9/23/2026 17:35,Kicukiro,-1.983789,30.066687,Kicukiro,-1.972939,30.064429,1.23,Pending,9/24/2026 6:35,38,188196,158141,124,Mobile Money,Pending,No
REQ03011,USR0194,3254,Vision Tyre & Auto,Oil Change,Transmission slipping,10/23/2026 20:55,Ngoma,-2.198562,30.540492,Ngoma,-2.2034963,30.504705,4.01,In Progress,10/24/2026 2:55,71,166881,151051,137,Cash,Pending,No
REQ03012,USR0467,9030,City Motor Works,Engine Repair,Car won't start,2/27/2026 12:39,Gasabo,-1.877445,30.070953,Gasabo,-1.851087,30.04883,3.83,Completed,3/2/2026 4:39,64,138871,186184,39,Cash,Paid,Yes
REQ03013,USR0516,1034,Camshaft Service,Air Conditioning,Brakes not responding,12/13/2026 13:16,Nyarugenge,-1.981127,30.02197,Nyarugenge,-1.998311,30.043584,3.07,Pending,12/14/2026 0:16,24,192657,168299,61,Mobile Money,Pending,Yes
REQ03014,USR0364,3490,Classic Repair Center,Engine Repair,Oil leak detected,6/14/2026 7:15,Ngoma,-2.16957,30.408198,Ngoma,-2.1916455,30.5069354,11.24,Completed,6/17/2026 7:15,72,181117,70260,115,Cash,Paid,Yes
REQ03015,USR0849,3540,Mugisha Auto Fix,Electrical Systems,Car won't start,8/24/2026 18:23,Nyanza,-2.286155,29.741201,Nyanza,-2.38531,29.7305307,11.09,Pending,8/25/2026 17:23,24,26586,25151,119,Mobile Money,Pending,No
REQ03016,USR0752,2235,KN Car Experts,Bodywork,Strange noise from engine,8/7/2026 3:22,Rwamagana,-1.90483,30.378097,Rwamagana,-1.9535804,30.4080351,6.36,Completed,8/9/2026 7:22,52,183776,152391,112,Bank Transfer,Paid,No
REQ03017,USR0795,1518,Qualified Auto Nyarugenge,Tire & Wheel,Car won't start,5/16/2026 19:50,Nyarugenge,-1.914276,30.045684,Nyarugenge,-1.979877,30.035646,7.38,Completed,5/18/2026 6:50,35,181529,67749,164,Mobile Money,Paid,No
REQ03018,USR0675,4822,Ace Auto Tech Auto Base,Oil Change,Radiator leaking,1/11/2026 19:51,Kicukiro,-1.965159,30.147613,Kicukiro,-1.922827,30.081531,8.72,Completed,1/12/2026 23:51,28,10410,143577,111,Mobile Money,Paid,No
REQ03019,USR0224,5412,SEMANZA Auto Repair Sarl,Bodywork,Suspension noise,6/24/2026 23:49,Gasabo,-1.933358,30.088834,Gasabo,-1.901978,30.099754,3.69,Pending,6/25/2026 5:49,37,16545,14104,105,Mobile Money,Unpaid,No
REQ03020,USR0659,7049,RUHARA Auto Repair & Sons,Welding,Suspension noise,10/27/2026 4:46,Rwamagana,-2.012351,30.375732,Rwamagana,-1.92334,30.465359,14.04,Completed,10/29/2026 0:46,44,10190,142920,170,Mobile Money,Paid,Yes
REQ03021,USR0348,69,Indatwa Garage,Diagnostic Scanning,Strange noise from engine,3/17/2026 14:27,Rwamagana,-1.896211,30.453979,Rwamagana,-1.9497393,30.4369989,6.24,Cancelled,3/17/2026 18:27,0,148759,0,60,N/A,Pending,No
